service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,service_name,case_record_type,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,iamfloc,floc
3297726,,,2021-03-29T13:22:00,10,Missed Collection,ESD Complaint/Report,,In Process,32.8490829,-117.2200948,"2959 Renault St, San Diego, Ca 92122, Usa",,1,99,University,,Mobile,,Trash pick up missed the entire side of the street,,
3297727,,40300397923,2021-03-29T13:22:00,10,Trim Tree for Peds/Vehicle Clearance,TSW,,In Process,32.71994766,-117.1383075,,,3,1,Balboa Park,BALBOA PARK,Mobile,,"This eucalyptus is too close to the roadway and is constantly (24/7/365) dropping leaves and bark and fruits onto the bike lane creating a dangerous situation with vehicular traffic. Furthermore, the eucalyptus is within a Federally Protected California Native Plant Preserve and is illegal; it was not intentionally planted when it started growing here as a small weed. Please have the tree removed out of respect for the Kumeyaay.",TR-RW,SS-023824
3297729,,40300397905,2021-03-29T13:24:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.9581793,-117.1306443,,,5,29,Rancho Penasquitos,,Web,,Twin Trails Drive in front of CVS and the  Shell gasoline station  is an acceptable  dangerously full of Potholes street. In front of the traffic light it is especially bad. Not just one Pot hole but several all in the same area in front of the traffic light which leads to Black Mountain Road.,SS-027015-PV1,SS-027015-PV1
3297730,,,2021-03-29T13:24:00,1,Encampment,Neighborhood Policing,2021-03-30T00:00:00,Closed,32.7515,-117.193492,"2415 San Diego Ave, San Diego, Ca 92110, Usa",92110,3,24,Old Town San Diego,,Mobile,,2415 Homeless person camping out in front of business and disrupting it. Across from historic cemetery.,SS-024017,SS-024017
3297732,,,2021-03-29T13:27:00,10,72 Hour Violation,Parking,,New,32.70692,-117.0826,"5251 Castana St, San Diego, CA 92114, USA",92114,4,11,Encanto Neighborhoods,,Web,,"Two trailers street parked on wheel stands.  One with truck in front.  The other totally alone.  Both large, ugly, and full of junk.  Habitually park in same place all the time.  Please stop them.  Plates but no stickers (not registered)",SS-006643,SS-006643
3297733,,40300397953,2021-03-29T13:27:00,10,Signage Evaluation,Traffic Engineering,,In Process,32.94636204,-117.2567365,13624 Pine Needles Dr,92014,1,40,Torrey Pines,,Web,,Pinar Place needs one or two No Parking signs please in addition to the No Stopping sign and the Dead End sign. There are a lot of construction vehicles on the street that do not know that parking is not permitted on Pinar Place. Thank you.,SS-021815,SS-021815
3297735,,,2021-03-29T13:27:00,0,Missed Collection,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.82288745,-117.1005467,Tierrasanta Bl & Esplendente Bl,,7,47,Tierrasanta,,Mobile,,Missex,,
3297736,,,2021-03-29T13:28:00,10,Missed Collection,ESD Complaint/Report,,In Process,32.72457587,-117.0570892,"6540 Springfield St, San Diego, Ca 92114, Usa",,4,11,Encanto Neighborhoods,,Mobile,,Trash blowing out of Trash cans on Springfield St from 6540 going southwest. City Trash DID NOT empty our containers last Thursday. Report for 6530 was made last Friday. Should I contact mayor?,,
3297737,,,2021-03-29T13:28:00,0,Encampment,ESD Complaint/Report,2021-03-29T00:00:00,Closed,,,5300 CHOLLAS PKWY,,,,,,Phone,,,,
3297738,,40300397951,2021-03-29T13:29:00,1,Evaluate Tree for Removal/Root Prune,TSW,2021-03-30T00:00:00,Closed,32.7515609,-117.1674893,,,3,42,Uptown,,Web,,"Property owner is concerned regarding safety issues due to dead palm trees, homeless encampment in the canyons, and trees behind power lines [on 4033 Dove Street].",TR,SS-004780
3297739,,40300397990,2021-03-29T13:30:00,10,Engineering - Curb Evaluation,Traffic Engineering,,In Process,32.8048386,-117.2194516,2750 Figueroa Blvd,92109,2,27,Pacific Beach,,Web,,"Hi, I am the property manager for the building located at 2750 Figueroa.  We have a very odd design in our sidwalk drive way where the final two parking spaces in our drive way do not have a curb cut down to street level, rather a regular curb that is painted red.  It makes it nearly impossible for us to rent the units associated with this parking space since tenants essentially have to climb the curb in their cars.  Is there someone I can talk to about coming up with a plan to replace this either on our own or in cooperation with the city?  Any help would be greatly appreciated.  Tim Sondag 760-525-9640, Tim@daspropertymanagement.com",SS-011106,SS-011106
3297741,,,2021-03-29T13:31:00,10,72 Hour Violation,Parking,,New,32.74543858,-117.0654605,3541 Gayle St,92115,4,57,Mid-City:Eastern Area,,Mobile,,Wrecked car in street.,SS-011945,SS-011945
3297743,,,2021-03-29T13:32:00,10,72 Hour Violation,Parking,,New,32.5814,-117.03046,"4733 Heathbrook Ct, San Diego, CA 92154, USA",92154,8,26,Otay Mesa,,Web,,RV trailer has been parked in this spot for more than 96 hours.  It is blocking the driveway for the house and any emergency vehicles.  There are disabled people on this street and they are blocked by the trailer.,SS-013282,SS-013282
3297744,,,2021-03-29T13:32:00,10,72 Hour Violation,Parking,,New,32.72809,-117.17299,"2353 Pacific Hwy, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,Explorer has been parked in parking spot for weeks,,
3297746,,,2021-03-29T13:33:00,0,Missed Collection,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.88016183,-117.1778199,6330 Marindustry Dr,,1,99,University,,Mobile,,Missed,,
3297747,,,2021-03-29T13:35:00,10,Vegetation Encroachment,TSW ROW,,New,32.82437676,-117.203502,4443 Piute Pl,,6,6,Clairemont Mesa,,Mobile,,Unable to bring wheelchair across this property's sidewalk being the extreme overgrowth of trees landscaped on home side of walkway REFER TO TREE CREW,TR-RW-0060838,SS-021888
3297749,,,2021-03-29T13:35:00,10,72 Hour Violation,Parking,,New,32.70999,-117.14407,"422 22nd St, San Diego, CA 92102, USA",92102,8,37,Southeastern San Diego,,Web,,car has been parked since 3/30/20  Grey Toyato Corolla  License Plate 6vup767,SS-000484,SS-000484
3297750,,,2021-03-29T13:36:00,10,Container Left Out,ESD Complaint/Report,,In Process,32.7750753,-117.1180719,"5275 Cromwell Ct, San Diego, CA 92116, USA",,3,59,Mid-City:Normal Heights,,Web,,Recycle bin put out on 3/26/ 2021 (though not a recycle pickup week) and then still out in the street on 3/29/2021.,,
3297751,,,2021-03-29T13:37:00,0,Illegal Dumping,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.76180886,-117.2505144,811 Avalon Court,,2,18,Mission Beach,,Worker App,,Chair/metal bars,,
3297752,,,2021-03-29T13:37:00,0,Illegal Dumping,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.82759423,-117.204431,3921 Clairemont Mesa Boulevard,,6,6,Clairemont Mesa,,Worker App,,2,,
3297753,,,2021-03-29T13:37:00,10,72 Hour Violation,Parking,,In Process,,,2078 SUNSET CLIFFS BL,,,,,,Phone,,"FLAT LFT, HIT",,
3297757,,,2021-03-29T13:38:00,10,Vegetation Encroachment,TSW ROW,,New,32.55826567,-117.0587006,"3643 Sunset Ln, San Diego, Ca 92173, Usa",92173,8,33,San Ysidro,,Mobile,,Full of weeds an all the way east sunset,TR-RW-0196624,SS-025930
3297758,,,2021-03-29T13:39:00,10,72 Hour Violation,Parking,,New,32.94852737,-117.1262071,9297 Adolphia Street,92129,6,29,Rancho Penasquitos,,Mobile,,Abandoned vehicle,SS-030114,SS-030114
3297759,,,2021-03-29T13:39:00,10,72 Hour Violation,Parking,2021-04-08T00:00:00,Closed,32.90131,-117.12054,"9959 Maya Linda Rd, San Diego, CA 92126, USA",92126,6,15,Mira Mesa,,Web,,has not moved with in 120 hours.,SS-017811,SS-017811
3297760,,,2021-03-29T13:40:00,0,Illegal Dumping,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.76330145,-117.251199,803 Capistrano Place,,2,18,Mission Beach,,Worker App,,Grill,,
3297761,,,2021-03-29T13:43:00,0,Illegal Dumping,ESD Complaint/Report,2021-03-29T00:00:00,Closed,32.76600181,-117.2511202,2915 Mission Boulevard,,2,18,Mission Beach,,Worker App,,Dresser,,
3297762,,40300397885,2021-03-29T13:44:00,1,Evaluate Tree for Removal/Root Prune,TSW,2021-03-30T00:00:00,Closed,32.56346128,-117.0623245,,,8,33,San Ysidro,,Mobile,,Over grown dried weeds can't take walker all the way this street,TR-RW,SS-008583
3297763,3085408,,2021-03-29T13:45:00,10,Vegetation Encroachment,TSW ROW,,In Process,32.9445688,-117.2155009,"11664 Carmel Country Rd, San Diego, CA 92130, USA",92130,1,21,Carmel Valley,,Web,,"Good afternoon. Our office has continued to receive constituent reports regarding vegetation blocking the walking path on the west side of Carmel Country Road, just north of the SR-56 freeway. We are submitting this follow up report to include photographs sent to us of the path, which we are being told is not currently walkable by pedestrians. Also included is a photograph of same path five years ago prior to the last maintenance work (""Sometime before.jpg""), as a comparison to the current state. Thanks in advance. OFFICE CONTACT: Richard Flahive, rflahive@sandiego.gov",,
3297764,,40300397907,2021-03-29T13:46:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.79040364,-117.1052595,,,7,47,Tierrasanta,,Mobile,,Pothole,SS-011484-PV1,SS-011484-PV1
3297765,,,2021-03-29T13:46:00,10,Graffiti Removal,TSW,,In Process,32.7366282,-117.1604718,,,3,42,Uptown,,Mobile,,,SS-022515,SS-022515
3297768,,,2021-03-29T13:48:00,3,Illegal Dumping,ESD Complaint/Report,2021-04-01T00:00:00,Closed,32.7100765,-117.0874504,"2 MARKET CREEK PL DY, San Diego, CA 92102, USA",,4,11,Encanto Neighborhoods,,Mobile,,,,
3297769,3268018,,2021-03-29T13:48:00,10,Pothole,TSW,,In Process,32.95169068,-117.1078293,,,5,29,Rancho Penasquitos,,Web,,"Whole street is bad and many in neighborhood. Over 4"" deep.",SS-021457-PV1,SS-021457-PV1
3297770,,,2021-03-29T13:49:00,10,Missed Collection,ESD Complaint/Report,,In Process,32.8443079,-117.2173384,"3129 Carnegie Pl, San Diego, CA 92122, USA",,1,99,University,,Web,,"One Blue recycling bin was not picked up. This is the second time this month a bin that was put out in the street was not collected. This driver is the WORST employee. He is a disgrace to the city's other fine employee (I have been a city employee for 13 years). The blue can was simply blocked by a black can that had already been picked up. The driver could have accessed the blue can that was appropriately placed in the street, it he wasn't so lazy. I can say this because I have watched him countless times perform the same terrible lack of service throughout my neighborhood. I've seen cans missed and the entire contents of a can dumped onto the street and he just ignores it and drives away. Seriously. He's littering more than he is cleaning. My blood is boiling right now I am so angry. Please counsel this employee and then send him on his way if he can't perform his job at a satisfactory level at a minimum.",,
3297771,,,2021-03-29T13:50:00,10,72 Hour Violation,Parking,2021-04-08T00:00:00,Closed,32.90166,-117.12154,"9909 Maya Linda Rd, San Diego, CA 92126, USA",92126,6,15,Mira Mesa,,Web,,has not moved in 120 hours,SS-017811,SS-017811
3297772,,40300397936,2021-03-29T13:50:00,10,Pothole,TSW,,In Process,32.776225,-117.1720367,,,7,12,Linda Vista,,Mobile,,Broken street.,SS-014527-PV1,SS-014527-PV1
3297773,,40300397938,2021-03-29T13:51:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.58292903,-117.0496712,,,8,25,Otay Mesa-Nestor,,Mobile,,"This street is all messed up  in fact, many South Bay streets have large pit holes and broken up streets  please repair",SS-007514-PV1,SS-007514-PV1
3297774,,,2021-03-29T13:52:00,4,72 Hour Violation,Parking,2021-04-02T00:00:00,Closed,32.79211118,-117.241386,4015 Riviera Dr,92109,2,27,Pacific Beach,,Mobile,,Boat parked on street been in same spot several days. Second time in the past 2 weeks.,SS-023288,SS-023288
3297777,,,2021-03-29T13:53:00,5,Encampment,Neighborhood Policing,2021-04-03T00:00:00,Closed,32.75825141,-117.1898932,4430 Conde Pl,92103,3,42,Uptown,,Mobile,,,SS-031713,SS-031713
3297779,,,2021-03-29T13:54:00,0,Encampment,ESD Complaint/Report,2021-03-29T00:00:00,Closed,,,60 13TH,,,,,,Phone,,,,
3297781,,,2021-03-29T13:56:00,10,Encampment,Neighborhood Policing,,In Process,32.7276533,-117.1694798,"710 W Ivy St, San Diego, Ca 92101, Usa",92101,3,4,Downtown,,Mobile,,Homeless camp on Ivy side of Ballast Point brewery side walk for 2 months,SS-029854,SS-029854
3297782,3279034,,2021-03-29T13:56:00,10,Pothole,TSW,,In Process,32.75924167,-117.1431195,,,3,28,North Park,,Mobile,,Huge pothole in middle of the street.,SS-018461-PV1,SS-018461-PV1
3297783,3280735,,2021-03-29T13:57:00,10,Pothole,TSW,,In Process,32.97985471,-117.2538762,,,1,40,Torrey Pines,,Web,,"Huge pothole on Via de la Valle as approaching on-ramp for Hwy 5 South.  It's been there for months, and is now obscenely large.  Appreciate getting this filled.",SS-027687-PV1,SS-027687-PV1
3297788,,40300397927,2021-03-29T14:00:00,10,Evaluate for Resurfacing,TSW,,In Process,32.7759809,-117.1719464,,,7,12,Linda Vista,,Web,,The entire court is breaking apart down into Kramer street. It has not received any regular maintenance in over 20years  need some major maintenance. The patches that were placed is washing away.,SS-014527-PV1,SS-014527-PV1
3297789,,,2021-03-29T14:01:00,10,Graffiti Removal,TSW,,In Process,32.75327598,-117.0902855,,,9,56,Mid-City:City Heights,,Mobile,,Graffiti on corner wall of residence .,SS-010514,SS-010514
3297790,,,2021-03-29T14:01:00,1,Encampment,Neighborhood Policing,2021-03-30T00:00:00,Closed,32.7191848,-117.2298792,"1011 Anchorage Ln, San Diego, CA 92106, USA",92106,2,30,Peninsula,,Web,,"There is a large motorhome parked on Anchorage Lane that is leaking sewage from it's pumpout fitting. It's been moved at least twice to avoid the 72hr rule, but it's raw sewage on our streets.",SS-031828,SS-031828
3297791,,,2021-03-29T14:01:00,0,Shared Mobility Device,ESD Complaint/Report,2021-03-29T00:00:00,Referred,32.7956704,-117.2413957,"1504 Reed Ave, San Diego, Ca 92109, Usa",,2,27,Pacific Beach,,Mobile,This report has been referred to Sweep at sd@sweepcrew.com,Ada violation,,
3297792,,,2021-03-29T14:02:00,10,Graffiti Removal,TSW,,In Process,32.75332371,-117.0898975,,,9,56,Mid-City:City Heights,,Mobile,,,SS-010514,SS-010514
3297793,,,2021-03-29T14:02:00,0,Shared Mobility Device,ESD Complaint/Report,2021-03-29T00:00:00,Referred,32.7955408,-117.2422179,"1464 REED AV, San Diego, CA 92109, USA",,2,27,Pacific Beach,,Mobile,This report has been referred to Sweep at sd@sweepcrew.com,Blocking car access,,
3297794,,,2021-03-29T14:03:00,10,Graffiti Removal,TSW,,In Process,32.75482229,-117.0909128,,,9,56,Mid-City:City Heights,,Mobile,,Sidewalk on side of residence facing Trojan,SS-026872,SS-026872
3297795,,,2021-03-29T14:03:00,0,Tree/Limb Fallen/Hanging,TSW,2021-03-29T00:00:00,Referred,32.91751333,-117.0947722,,,5,34,Scripps Miramar Ranch,,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,,,
3297796,,,2021-03-29T14:04:00,10,Graffiti Removal,TSW,,In Process,32.75486785,-117.09126,,,9,56,Mid-City:City Heights,,Mobile,,On sidewalk corner of 48th and Trojan .,SS-026871,SS-026871
3297797,,,2021-03-29T14:04:00,10,Missed Collection,ESD Complaint/Report,,In Process,32.70493229,-117.1419598,"1811 HARRISON AV, San Diego, CA 92113",92113,8,37,Southeastern San Diego,,Phone,,RECYCLE MISSED LAST WEEK 3/24/21 RESIDENT AWARE REPORTS FOR MISSED COLLECTIONS MUST BE REPORTED NO LATER THAN 5PM ON THE NEXT BUSINESS DAY,,
3297798,3293489,,2021-03-29T14:05:00,10,Graffiti Removal,TSW,,In Process,32.75505487,-117.0912685,,,9,56,Mid-City:City Heights,,Mobile,,More graffiti on red firelane.,SS-026871,SS-026871
3297800,,,2021-03-29T14:06:00,0,Graffiti Removal,TSW,2021-03-29T00:00:00,Closed,32.76269177,-117.1438545,,,3,42,Uptown,OLD TROLLEY BARN NP,Crew/Self Generated,,Graffiti Reported at 1943 Adams Ave,SS-001777,SS-001777
3297801,3293489,,2021-03-29T14:06:00,10,Graffiti Removal,TSW,,In Process,32.75461938,-117.0913367,,,9,56,Mid-City:City Heights,,Mobile,,On lightpost in front of residence .,SS-001147,SS-001147
3297802,,,2021-03-29T14:06:00,0,Graffiti Removal,TSW,2021-03-29T00:00:00,Referred,32.73716549,-117.2093472,,,2,30,Peninsula,NAVAL TRAINING CENTER PARK,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,,SS-031986,SS-031986
3297803,,40300397941,2021-03-29T14:06:00,10,Street Light Out,TSW,,In Process,32.70837474,-117.1368126,,,8,37,Southeastern San Diego,,Phone,,CUSTOMER STATES THERE IS A STREET LIGHT OUT AT THE ADDRESS.,PL-316144,SS-014823-004
3297804,,40300397935,2021-03-29T14:08:00,10,Pothole,TSW,,In Process,32.7091975,-117.2428381,,,2,30,Peninsula,,Web,,"At the corner of San Gorgonio and Kellogg, there is a portion of the pavement that was repaired and appears to have settled, possibly due to improper paving (packing)",SS-024078-PV1,SS-024078-PV1
3297805,,,2021-03-29T14:08:00,10,Potential Missed Collection,ESD Complaint/Report,,In Process,32.79661,-117.2377,"1704 REED AV, San Diego, CA 92109",92109,2,27,Pacific Beach,,Phone,,DRIVER SKIPPED,,
3297806,,,2021-03-29T14:09:00,10,Potential Missed Collection,ESD Complaint/Report,,In Process,32.848064,-117.21766,"5855 Carnegie St, San Diego, CA 92122, USA",,1,99,University,,Web,,Only one of my two recycling bins was collected / emptied. The other bin was left at the curb and not emptied.,,
3297808,,,2021-03-29T14:10:00,10,72 Hour Violation,Parking,,New,32.75953321,-117.1498503,4519 Cleveland Ave,92116,3,42,Uptown,,Mobile,,Parking Violation,SS-007374,SS-007374
3297809,,,2021-03-29T14:11:00,10,Potential Missed Collection,ESD Complaint/Report,,In Process,32.79661,-117.2377,"1704 REED AV, San Diego, CA 92109",92109,2,27,Pacific Beach,,Phone,,DRIVER SKIPPED,,
3297810,,,2021-03-29T14:12:00,0,Pothole,TSW,2021-03-29T00:00:00,Referred,33.0320394,-117.0741538,,,5,31,Rancho Bernardo,,Web,This report has been referred to Water Repair (PUD) at wcm_gid@sandiego.gov,"The City of Can Diego Water Department dug up the street in the cul-de-sac on Fairhope Court to make a water repair last week.  This is a city street and the Streets Department requires that the street surface must be returned to it's original surface after work is completed, which in this case is stamped concrete.  I realize there may be a delay, but please advise the street and/or water department to return the street surface to stamped concrete as soon as possible.",SS-010776-PV1,SS-010776-PV1
3297814,,40300397889,2021-03-29T14:16:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.7222968,-117.2436543,,,2,30,Peninsula,,Mobile,,Claims pothole intersection Talbot St & Canon St,SS-026106-PV1,SS-026106-PV1
3297816,,40300397962,2021-03-29T14:17:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.97273718,-117.0925469,,,5,29,Rancho Penasquitos,,Web,,"At the starting point for over a mile heading west on Carmel Mountain road, AND in the opposite way heading back back to the starting point; the road is FILLED with not just potholes but entire pot ""strips"" that run 6 feet in length. You literally cannot drive in the left lane in either direction without hitting one of these. NUMEROUS complaints have been filed with NO RESPONSE OR RESOLUTIONS FOR OVER A YEAR!!!",SS-006443-PV1,SS-006443-PV1
3297817,,40300397887,2021-03-29T14:17:00,10,Pothole,TSW,,In Process,32.8937421,-117.1183634,,,6,15,Mira Mesa,,Mobile,,Pothole,SS-018432-PV1,SS-018432-PV1
3297819,,,2021-03-29T14:19:00,0,Graffiti Removal,TSW,2021-03-29T00:00:00,Referred,32.71286835,-117.0625538,,,4,11,Encanto Neighborhoods,,Mobile,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,,SS-001462,SS-001462
3297820,,,2021-03-29T14:19:00,3,Potential Missed Collection,ESD Complaint/Report,2021-04-01T00:00:00,Closed,32.8211711,-117.2757405,"6106 Vista De La Mesa, La Jolla, CA 92037, USA",,1,10,La Jolla,,Web,,We have 2 black cans. 1 can was not collected this morning.,,
3297822,,,2021-03-29T14:20:00,10,Graffiti Removal,TSW,,In Process,32.75017283,-117.1282649,,,3,28,North Park,,Mobile,,,SS-016465,SS-016465
3297823,,,2021-03-29T14:20:00,2,Encampment,Neighborhood Policing,2021-03-31T00:00:00,Closed,32.7534913,-117.2511462,"5188 W Point Loma Blvd, San Diego, CA 92107, USA",92107,2,23,Ocean Beach,,Web,,This Jeep 4x4 has been parked for over a week in the dog beach parking lot near the bathrooms.  Man living inside and the vehicle has NOT moved one inch. Large cardboard box strapped to the roof.,SS-028516,SS-028516
3297824,3273085,,2021-03-29T14:21:00,10,Encampment,Neighborhood Policing,,In Process,32.71365327,-117.1574869,732 F St,92101,3,4,Downtown,,Mobile,,Multiple encampments.,SS-010716,SS-010716
3297825,,40300397989,2021-03-29T14:21:00,10,Sidewalk Repair Issue,TSW,,In Process,32.98719169,-117.0911475,"14994 Penasquitos Dr, San Diego, CA 92129, USA",92129,5,29,Rancho Penasquitos,,Web,,The metal piece on the sidewalk over the culvert exit is not secured down. The screws are missing.  It is a trip hazard and danger to humans and animals walking over it.,SS-021580-SE1,SS-021580
3297826,,40300397955,2021-03-29T14:21:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.8376954,-117.1960146,,,6,6,Clairemont Mesa,,Mobile,,"Pothole, several in right southbound lane of Genessee near Appleton Td intersection",SS-002555-PV1,SS-002555-PV1
3297827,3275800,,2021-03-29T14:22:00,9,Encampment,Neighborhood Policing,2021-04-07T00:00:00,Closed,32.713775,-117.1573333,815 E St,92101,3,4,Downtown,,Mobile,,Multiple encampments.,SS-000269,SS-000269
3297828,,,2021-03-29T14:23:00,10,,Storm Water Code Enforcement,,New,32.7314985,-117.163927,"1st Av & Laurel St, San Diego, CA 92103",92103,3,42,Uptown,,Mobile,,,SS-000019,SS-000019
3297829,,40300397928,2021-03-29T14:23:00,1,Pothole,TSW,2021-03-30T00:00:00,Closed,32.8353612,-117.1949121,,,6,6,Clairemont Mesa,,Mobile,,Pothole on Genesee in right southbound lane near Conrad intersection,SS-007824-PV1,SS-007824-PV1
3297830,,,2021-03-29T14:23:00,3,Missed Collection,ESD Complaint/Report,2021-04-01T00:00:00,Closed,32.8212,-117.27579,"6106 VISTA DE LA MESA, San Diego, CA 92037",92037,1,10,La Jolla,,Phone,,Resident is reporting 1 of 2 trash bins missed during today's collection,,
3297831,,,2021-03-29T14:24:00,0,Other,TSW,2021-03-29T00:00:00,Referred,32.73513358,-117.1152869,,,3,28,North Park,MONTCLAIR NP,Mobile,This report has been referred to appropriate department or agency at sta.38irrigationam@sandiego.gov,Montclair Park watering at 2 PM in the afternoon. Maybe the irrigation controller needs to be reset?,,
3297832,,,2021-03-29T14:25:00,0,,Storm Water Code Enforcement,2021-03-29T00:00:00,Closed,,,"9293 CAMINO SANTA FE, SAN DIEGO, CA 92131",92121,,,,,Construction Patrol,,CONSTRUCTION PATROL,,
3297833,,,2021-03-29T14:26:00,0,72 Hour Violation,Parking,2021-03-29T00:00:00,Closed,32.81467,-117.08396,"3830 Pendiente Ct, San Diego, CA 92124, USA",92124,7,47,Tierrasanta,,Web,,Testing.  Greg.,SS-026501,SS-026501
3297834,3285871,,2021-03-29T14:26:00,10,Pothole,TSW,,In Process,32.73141756,-117.1639323,,,3,42,Uptown,,Mobile,,"NE side of 1st--potholes in raised pavement section beside large puddle--dangerous for bikes, scooters, etc.",SS-000019-PV1,SS-000019-PV1
3297835,,,2021-03-29T14:26:00,8,Citizen Contact,Parking,2021-04-06T00:00:00,Closed,32.58182,-117.09025,"770 Cerrissa St, San Diego, Ca 92154, Usa",92154,8,25,Otay Mesa-Nestor,,Mobile,,Homeless hanging out in the coldasac cleaning out all her items and looking into a glass bottle...looks like she is under the effects of something,SS-006833,SS-006833
3297836,,,2021-03-29T14:27:00,10,72 Hour Violation,Parking,,In Process,32.80928,-117.09787,"10346 Viacha Dr, San Diego, CA 92124, USA",92124,7,47,Tierrasanta,,Web,,"The owner of this vehicle, Kathy Harvey, died in late August 2020.  Her car remains on the street in front of her house because the surviving family member is not interested in the car.  So it is an abandoned car.  Removal is requested.",SS-027938,SS-027938
3297837,,40300397960,2021-03-29T14:28:00,1,Trim Tree - Blocking Traffic Device,TSW,2021-03-30T00:00:00,Closed,32.79280613,-117.0821351,,,7,20,Navajo,,Mobile,,Overgrown plant in parkway blocking  view of oncoming westbound traffic making it a traffic hazard for left turns iff of Glenroy St,TR-RW-0026299,SS-012259
3297838,,,2021-03-29T14:29:00,10,Missed Collection,ESD Complaint/Report,,In Process,32.8000928,-117.2361518,1838 Hornblend St,,2,27,Pacific Beach,,Mobile,,Missed recycling collection,,
3297839,,,2021-03-29T14:29:00,10,Graffiti Removal,TSW,,In Process,32.71311705,-117.0563144,,,4,11,Encanto Neighborhoods,,Mobile,,,SS-005040,SS-005040
3297840,,,2021-03-29T14:30:00,0,Graffiti Removal,TSW,2021-03-29T00:00:00,Referred,32.70831667,-117.153,,,3,4,Downtown,,Mobile,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,,SS-014812,SS-014812
3297842,,40300397937,2021-03-29T14:30:00,1,Traffic Signal Light Out,TSW,2021-03-30T00:00:00,Closed,32.72609705,-117.1702053,,,3,4,Downtown,,Mobile,,"Traffic light, yellow bulb burnt out",SG-201611,SX-012992-001
3297843,3289513,,2021-03-29T14:31:00,10,Pothole,TSW,,In Process,32.77320089,-117.0467113,,,9,38,College Area,,Web,,Large pot hole on 70th and Alvarado in right lane,SS-002310-PV1,SS-002310-PV1
3297844,,,2021-03-29T14:31:00,4,Graffiti Removal,TSW,2021-04-02T00:00:00,Closed,32.751548,-117.106604,,,9,56,Mid-City:City Heights,,Mobile,,,SS-022115,SS-022115
3297845,,,2021-03-29T14:32:00,10,Potential Missed Collection,ESD Complaint/Report,,In Process,32.79958,-117.25401,"919 DIAMOND ST, San Diego, CA 92109",92109,2,27,Pacific Beach,,Phone,,DRIVER SKIPPED,,
3297846,,,2021-03-29T14:33:00,10,72 Hour Violation,Parking,,New,32.77827622,-117.1740963,6747 Goodwin St,92111,7,12,Linda Vista,,Mobile,,There has been a car parked on Goodwin Street in front of 6747 for 3 weeks and no one on the street claims it. I want to report it just in case it?s missing or stolen. It?s a silver toyota with a new york license plate KFG-8351,SS-012413,SS-012413
3297848,,,2021-03-29T14:36:00,7,Illegal Dumping,ESD Complaint/Report,2021-04-05T00:00:00,Closed,32.7043222,-117.0806326,"5308 Churchward St, San Diego, CA 92114, USA",,4,11,Encanto Neighborhoods,,Web,,"Someone left a used mattress on the sidewalk in front of our house. It's impeding pedestrian traffic and, depending on lighting, may might not be easily visible at night.  Can you please remove this at your earliest convenience?",,
3297849,,40300397952,2021-03-29T14:37:00,1,Tree Trimming Contract,TSW,2021-03-30T00:00:00,Closed,32.75997987,-117.1510835,,,3,42,Uptown,,Mobile,,"Three melaleuca trees at this address on strip between sidewalk and street need trimming to avoid branches falling on cars/people in the winter rains/winds.  Preferably in the late fall, after baby bird season is over",TR-RW-0156548,SS-017715
3297850,3296362,,2021-03-29T14:37:00,3,Other,TSW,2021-04-01T00:00:00,Closed,32.75069813,-117.100948,,,9,56,Mid-City:City Heights,,Mobile,,This homeless people have take over this Alley.there here every day making a lot of mess.,SS-010817,SS-010817
3297853,,,2021-03-29T14:40:00,7,Encampment,Neighborhood Policing,2021-04-05T00:00:00,Closed,32.74806949,-117.2486736,4946 Saratoga Ave,92107,2,23,Ocean Beach,,Mobile,,Motor home parked in the same place for 10 days. People living in the van - and drawing power from adjacent house. Foul smells arising from the vehicle. This happens every few months - inhabitants are nomadic.,SS-024357,SS-024357
3297854,,,2021-03-29T14:41:00,10,72 Hour Violation,Parking,,New,32.75632802,-117.0898057,4859 El Cajon Blvd,92115,9,56,Mid-City:City Heights,,Mobile,,,SS-010027,SS-010027
3297855,,40300397943,2021-03-29T14:42:00,10,Street Light Knock Over/Damage,TSW,,In Process,32.75214,-117.108866,,,9,56,Mid-City:City Heights,TERALTA NP,Mobile,,Light cover hanging from Light post in Teralta Park,PL-342397,SX-010175-001
